1.93 1.61 1.06 1.07 1.06 1.07 
2.01 1.71 1.16 0.94 0.92 0.92 
2.08 1.71 1.25 1.10 0.91 0.77 
2.13 1.73 1.31 1.19 1.02 0.86 
