8.24 10.77 8.34 8.41 8.43 8.45 
8.05 11.13 9.55 7.89 7.68 7.65 
8.15 11.20 10.17 8.66 7.17 6.28 
8.10 12.57 10.13 8.94 7.37 5.97 
