1.90 1.48 1.04 1.04 1.04 1.04 
1.95 1.46 1.15 0.94 0.91 0.91 
1.91 1.44 1.17 1.07 0.93 0.80 
1.89 1.51 1.17 1.12 0.97 0.83 
