8.00 10.97 8.14 8.16 8.21 8.25 
7.88 10.80 15.10 13.43 13.07 13.10 
7.99 10.87 16.17 17.00 14.60 12.90 
8.11 11.90 16.47 17.03 14.33 12.07 
