7.93 10.80 8.13 8.16 8.16 8.25 
7.82 10.83 14.90 13.37 13.10 13.17 
8.31 10.83 16.10 18.70 18.23 16.00 
7.68 11.93 16.43 18.83 18.00 14.97 
