3.86 3.33 2.15 2.15 2.13 2.15 
4.04 3.50 2.36 1.94 1.89 1.88 
4.17 3.49 2.51 2.16 1.78 1.57 
4.29 3.49 2.56 2.29 1.96 1.56 
