1.91 1.63 1.05 1.06 1.05 1.07 
2.01 1.72 1.17 0.95 0.92 0.92 
2.09 1.72 1.27 1.09 0.91 0.79 
2.12 1.75 1.33 1.19 1.03 0.86 
