3.82 3.27 2.14 2.15 2.12 2.15 
3.98 3.42 2.34 1.92 1.87 1.86 
4.08 3.41 2.49 2.12 1.75 1.54 
4.22 3.45 2.53 2.28 1.87 1.54 
