8.19 10.63 8.30 8.41 8.37 8.41 
8.12 11.10 9.49 7.79 7.68 7.63 
8.04 11.17 10.10 8.53 7.09 6.14 
8.11 12.17 10.13 8.85 7.29 5.86 
