8.12 10.80 8.33 8.40 8.32 8.38 
8.07 11.20 14.23 11.80 11.63 11.67 
8.11 11.20 15.37 12.87 10.67 9.37 
8.37 12.17 15.47 13.27 10.90 8.81 
