8.17 10.70 8.33 8.30 8.33 8.39 
8.07 11.13 14.83 13.40 13.23 13.27 
8.01 11.10 16.17 18.83 18.07 15.63 
8.10 12.23 16.57 19.00 18.27 14.80 
