8.12 10.67 8.37 8.41 8.46 8.50 
8.06 11.10 14.87 13.37 13.20 13.23 
7.97 11.20 16.13 17.30 14.27 12.40 
8.23 12.23 16.63 17.80 14.50 11.77 
