1.92 1.62 1.05 1.05 1.04 1.05 
1.98 1.70 1.15 0.94 0.91 0.91 
2.06 1.70 1.25 1.09 0.89 0.77 
2.12 1.71 1.29 1.19 1.01 0.83 
