7.73 6.61 4.26 4.29 4.30 4.33 
8.06 6.97 4.73 3.88 3.80 3.80 
7.98 6.93 5.02 4.27 3.53 3.10 
8.20 6.93 5.03 4.51 3.67 2.99 
