1.90 1.61 1.05 1.05 1.04 1.05 
2.00 1.71 1.15 0.95 0.92 0.92 
2.06 1.70 1.25 1.09 0.90 0.77 
2.11 1.74 1.32 1.20 1.02 0.80 
