3.80 3.29 2.15 2.13 2.14 2.12 
4.00 3.44 2.34 1.92 1.88 1.88 
4.08 3.45 2.48 2.13 1.77 1.54 
4.22 3.45 2.54 2.30 1.90 1.53 
